,district_name,grades_inperson_model,grades_hybrid_model,grades_remote_model,predominant_model,organization_type,reporting_period,update_date,alliance_district,remote,remote_num,hybrid_num,inperson_num,R,H,I,predom,city
3921,Westbrook School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Westbrook, CT"
3922,West Hartford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"West Hartford, CT"
3928,West Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"West Haven, CT"
3929,Weston School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Weston, CT"
3930,Westport School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Westport, CT"
3931,Wethersfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wethersfield, CT"
3932,Willington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Willington, CT"
3933,Wilton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wilton, CT"
3935,Winchester School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,Alliance,0,1,1,8,0.0,0.0,3.0,3.0,"Winchester, CT"
3936,Windham School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windham, CT"
3937,Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windsor, CT"
3938,Windsor Locks School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Windsor Locks, CT"
3939,Wolcott School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wolcott, CT"
3940,Woodbridge School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Woodbridge, CT"
3941,Woodstock School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 21, 2020 - September 25, 2020",2020-10-01T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Woodstock, CT"
3990,Andover School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Andover, CT"
3991,Ansonia School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Ansonia, CT"
3992,Ashford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Ashford, CT"
3993,Avon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Avon, CT"
3996,Barkhamsted School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Barkhamsted, CT"
3997,Berlin School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Berlin, CT"
3998,Bethany School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Bethany, CT"
3999,Bethel School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Bethel, CT"
4001,Bloomfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Bloomfield, CT"
4002,Bolton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Bolton, CT"
4003,Bozrah School District,"PK, K, g1, g2, g3","g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,5,5,0.0,0.0,0.0,0.0,"Bozrah, CT"
4004,Branford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,4,10,1,0.0,2.0,0.0,2.0,"Branford, CT"
4005,Bridgeport School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,4,10,0.0,0.0,3.0,3.0,"Bridgeport, CT"
4006,Bristol School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,4,10,1,0.0,2.0,0.0,2.0,"Bristol, CT"
4009,Brookfield School District,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,12,2,0.0,2.0,0.0,2.0,"Brookfield, CT"
4010,Brooklyn School District,N/A,"PK, K, g1, g2, g3, g4","g5, g6, g7, g8",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,4,6,1,0.0,2.0,0.0,2.0,"Brooklyn, CT"
4012,Canaan School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Canaan, CT"
4013,Canterbury School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,9,1,0.0,2.0,0.0,2.0,"Canterbury, CT"
4014,Canton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Canton, CT"
4016,Chaplin School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Chaplin, CT"
4017,Cheshire School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Cheshire, CT"
4019,Chester School District,N/A,"K, g1, g2, g3, g4, g5, g6",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,1,0.0,2.0,0.0,2.0,"Chester, CT"
4020,Clinton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Clinton, CT"
4021,Colchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Colchester, CT"
4022,Colebrook School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Colebrook, CT"
4023,Columbia School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Columbia, CT"
4024,Cornwall School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Cornwall, CT"
4025,Coventry School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Coventry, CT"
4026,Cromwell School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Cromwell, CT"
4028,Danbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,14,1,1,1.0,0.0,0.0,1.0,"Danbury, CT"
4029,Darien School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Darien, CT"
4030,Deep River School District,N/A,"K, g1, g2, g3, g4, g5, g6",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,1,0.0,2.0,0.0,2.0,"Deep River, CT"
4032,Derby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Derby, CT"
4034,Eastford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Eastford, CT"
4035,East Granby School District,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"East Granby, CT"
4036,East Haddam School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"East Haddam, CT"
4037,East Hampton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"East Hampton, CT"
4038,East Hartford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,14,1,0.0,2.0,0.0,2.0,"East Hartford, CT"
4040,East Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"East Haven, CT"
4042,East Lyme School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"East Lyme, CT"
4045,Easton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Easton, CT"
4047,East Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"East Windsor, CT"
4048,Ellington School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ellington, CT"
4049,Enfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Enfield, CT"
4051,Essex School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,8,1,0.0,2.0,0.0,2.0,"Essex, CT"
4052,Fairfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Fairfield, CT"
4054,Farmington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Farmington, CT"
4055,Franklin School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Franklin, CT"
4057,Glastonbury School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Glastonbury, CT"
4058,Granby School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Granby, CT"
4059,Greenwich School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Greenwich, CT"
4061,Griswold School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Griswold, CT"
4062,Groton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Groton, CT"
4063,Guilford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Guilford, CT"
4064,Hamden School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Hamden, CT"
4068,Hampton School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hampton, CT"
4069,Hartford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9","g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,3,11,0.0,0.0,3.0,3.0,"Hartford, CT"
4076,Hartland School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Hartland, CT"
4077,Hebron School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hebron, CT"
4079,Kent School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Kent, CT"
4080,Killingly School District,"PK, K, g1","g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,11,3,0.0,2.0,0.0,2.0,"Killingly, CT"
4083,Lebanon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Lebanon, CT"
4084,Ledyard School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ledyard, CT"
4085,Lisbon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Lisbon, CT"
4086,Litchfield School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Litchfield, CT"
4089,Madison School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Madison, CT"
4091,Manchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Manchester, CT"
4095,Mansfield School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,9,1,0.0,2.0,0.0,2.0,"Mansfield, CT"
4098,Marlborough School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Marlborough, CT"
4099,Meriden School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,4,10,0.0,0.0,3.0,3.0,"Meriden, CT"
4101,Middletown School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Middletown, CT"
4102,Milford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Milford, CT"
4108,Monroe School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Monroe, CT"
4109,Montville School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Montville, CT"
4111,Naugatuck School District,"PK, K, g1, g2, g3, g4, g5, g6","g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,6,8,0.0,0.0,3.0,3.0,"Naugatuck, CT"
4113,New Britain School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,13,1,0.0,2.0,0.0,2.0,"New Britain, CT"
4118,New Canaan School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"New Canaan, CT"
4119,New Fairfield School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"New Fairfield, CT"
4120,New Hartford School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"New Hartford, CT"
4122,New Haven School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,14,1,1,1.0,0.0,0.0,1.0,"New Haven, CT"
4125,Newington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Newington, CT"
4126,New London School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Opportunity,0,1,13,1,0.0,2.0,0.0,2.0,"New London, CT"
4129,New Milford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"New Milford, CT"
4130,Newtown School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Newtown, CT"
4131,Norfolk School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Norfolk, CT"
4132,North Branford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"North Branford, CT"
4133,North Canaan School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"North Canaan, CT"
4134,North Haven School District,N/A,"g6, g7, g8, g9, g10, g11, g12","PK, K, g1, g2, g3, g4, g5",,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,7,7,1,0.0,0.0,0.0,0.0,"North Haven, CT"
4136,North Stonington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"North Stonington, CT"
4137,Norwalk School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"September 14, 2020 - September 18, 2020",2020-09-24T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Norwalk, CT"
